customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,r_j_score,f_j_score,m_j_score,rfm_j_score,rfm_segment,rfm_j_segment,kmeans_cluster,kmeans_segment,HDBSCAN_cluster,HDBSCAN_segment
2868,25.0,4,2129.53,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2869,116.0,6,1914.9099999999999,4,2,3,423,3,2,4,324,4 almost lost,4 almost lost,1,7,-1,6 noise
2870,109.0,2,135.89999999999992,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2871,20.0,6,2345.94,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2872,24.0,7,3109.93,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2873,104.0,3,2127.43,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2874,60.0,11,7910.31,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,5,1,-1,6 noise
2875,35.0,4,3231.91,2,4,2,242,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2877,41.0,9,4947.2699999999995,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2878,0.0,3,784.9099999999999,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
2879,14.0,8,5572.11,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,6,3,-1,6 noise
2880,18.0,8,4772.56,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2881,72.0,6,3646.67,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2882,294.0,2,1486.38,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2883,49.0,7,5553.21,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
2884,14.0,8,3957.41,1,1,2,112,1,2,2,122,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2885,94.0,9,4839.410000000002,4,1,1,411,2,1,2,212,3 big spenders,2 loyal customers,7,4,-1,6 noise
2886,39.0,8,4022.79,2,1,2,212,1,2,2,122,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2887,24.0,9,6202.900000000001,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
2888,29.0,6,5055.73,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
2889,105.0,5,4722.62,4,3,1,431,3,3,2,332,3 big spenders,3 big spenders,7,4,-1,6 noise
2890,86.0,7,3978.8899999999994,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
2891,62.0,7,4629.95,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
2892,12.0,5,4015.0199999999995,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
2893,59.0,3,3533.5599999999995,3,4,2,342,2,4,3,243,3 big spenders,5 recent customers,0,5,4,4 almost lost
2894,86.0,9,7544.080000000002,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,2,2,-1,6 noise
2895,258.0,2,950.56,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2896,194.0,2,1319.83,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
2897,46.0,5,2828.37,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
2898,78.0,4,2343.0,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
2899,30.0,6,2554.4900000000002,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2900,61.0,3,2041.2,3,4,3,343,2,4,3,243,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
2901,38.0,7,5850.340000000001,2,2,1,221,1,2,1,121,2 loyal customers,2 loyal customers,6,3,-1,6 noise
2902,196.0,2,899.7599999999998,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2903,26.0,3,1370.8,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
2904,23.0,7,3163.3900000000003,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2905,8.0,4,689.79,1,4,4,144,1,3,4,134,5 recent customers,5 recent customers,3,9,-1,6 noise
2906,45.0,4,1408.35,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2907,74.0,7,5213.35,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
2908,1.0,6,2066.49,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2909,83.0,7,4644.23,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,-1,6 noise
2910,87.0,7,2752.29,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,4,6,-1,6 noise
2911,283.0,2,687.5100000000001,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2912,46.0,13,8835.010000000002,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,5,1,-1,6 noise
2913,89.0,6,1548.6499999999996,4,2,4,424,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
2914,12.0,12,6835.96,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
2915,33.0,7,1661.98,2,2,4,224,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
2916,24.0,7,2509.8,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2917,148.0,5,3758.87,4,3,2,432,3,3,2,332,3 big spenders,3 big spenders,0,5,-1,6 noise
2918,51.0,7,3469.6,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
2919,21.0,6,3489.3300000000004,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
2920,99.0,2,1774.7,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2921,57.0,5,2718.2800000000007,3,3,3,333,2,3,3,233,4 almost lost,5 recent customers,4,6,4,4 almost lost
2922,1.0,5,3257.52,1,3,2,132,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2923,13.0,7,3149.25,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2924,64.0,6,2561.67,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,4,6,4,4 almost lost
2925,93.0,5,2770.16,4,3,3,433,2,3,3,233,4 almost lost,5 recent customers,4,6,-1,6 noise
2926,143.0,4,1341.6799999999998,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
2927,99.0,3,2440.02,4,4,3,443,2,4,3,243,7 lost cheap customers,5 recent customers,1,7,-1,6 noise
2928,175.0,5,3739.8100000000004,4,3,2,432,3,3,2,332,3 big spenders,3 big spenders,0,5,-1,6 noise
2929,1.0,9,6692.39,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
2930,71.0,6,3166.9299999999994,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
2931,57.0,6,1700.5500000000002,3,2,4,324,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
2932,19.0,10,5823.71,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,6,3,-1,6 noise
2933,95.0,5,1241.68,4,3,4,434,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
2934,61.0,6,3777.2599999999998,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
2935,6.0,7,2017.1799999999998,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,-1,6 noise
2936,59.0,7,5550.620000000001,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
2937,7.0,7,6294.38,1,2,1,121,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
2938,125.0,5,4655.53,4,3,1,431,3,3,2,332,3 big spenders,3 big spenders,7,4,-1,6 noise
2939,90.0,4,1600.4099999999999,4,4,4,444,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2940,94.0,7,4384.62,4,2,1,421,2,2,2,222,3 big spenders,2 loyal customers,7,4,-1,6 noise
2941,172.0,5,2769.25,4,3,3,433,3,3,3,333,4 almost lost,4 almost lost,4,6,-1,6 noise
2942,9.0,8,3872.23,1,1,2,112,1,2,2,122,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2943,52.0,6,1991.8399999999997,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,0,5 lost customers
2944,30.0,6,1458.81,2,2,4,224,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
2945,49.0,3,397.23,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
2946,31.0,10,3823.38,2,1,2,212,1,1,2,112,2 loyal customers,2 loyal customers,0,5,3,3 good - recent
2947,14.0,5,3764.8300000000004,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
2948,111.0,5,2670.13,4,3,3,433,3,3,3,333,4 almost lost,4 almost lost,4,6,-1,6 noise
2949,13.0,3,952.8999999999999,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
2950,75.0,3,645.99,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
2951,85.0,9,4729.7300000000005,3,1,1,311,2,1,2,212,3 big spenders,2 loyal customers,7,4,-1,6 noise
2952,27.0,5,2543.8900000000003,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
2953,75.0,5,2881.2100000000005,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
2954,6.0,5,2244.83,1,3,3,133,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
2955,19.0,8,4306.13,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,7,4,2,1 best - most recent
2956,97.0,7,2683.6699999999996,4,2,3,423,2,2,3,223,4 almost lost,2 loyal customers,4,6,-1,6 noise
2957,98.0,3,2844.83,4,4,2,442,2,4,3,243,3 big spenders,5 recent customers,4,6,-1,6 noise
2958,4.0,6,1850.9900000000002,1,2,3,123,1,2,4,124,2 loyal customers,2 loyal customers,1,7,0,5 lost customers
2959,134.0,3,1835.26,4,4,3,443,3,4,4,344,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2960,88.0,3,2935.67,4,4,2,442,2,4,3,243,3 big spenders,5 recent customers,4,6,-1,6 noise
2961,2.0,6,6234.87,1,2,1,121,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
2962,77.0,3,444.6500000000001,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
2963,213.0,4,1130.39,4,4,4,444,4,3,4,434,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
2964,168.0,2,2411.89,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2965,90.0,6,2422.72,4,2,3,423,2,2,3,223,4 almost lost,2 loyal customers,1,7,-1,6 noise
2966,32.0,5,2629.22,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
2967,10.0,3,2466.2799999999997,1,4,3,143,1,4,3,143,5 recent customers,5 recent customers,1,7,4,4 almost lost
2968,171.0,7,1644.27,4,2,4,424,3,2,4,324,4 almost lost,4 almost lost,8,8,-1,6 noise
2969,11.0,6,2998.0299999999997,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2970,98.0,4,1111.1100000000001,4,4,4,444,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,-1,6 noise
2971,27.0,3,1511.3200000000002,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
2972,56.0,4,1188.88,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
2973,93.0,4,2016.03,4,4,3,443,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,-1,6 noise
2974,159.0,2,255.19,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2975,169.0,3,2020.68,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
2976,6.0,4,3521.6300000000006,1,4,2,142,1,3,3,133,3 big spenders,5 recent customers,0,5,-1,6 noise
2977,9.0,5,1936.24,1,3,3,133,1,3,4,134,5 recent customers,5 recent customers,1,7,0,5 lost customers
2978,147.0,3,827.7099999999999,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
2979,114.0,4,2582.78,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,4,6,-1,6 noise
2980,15.0,6,2573.0400000000004,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2981,52.0,6,1260.26,3,2,4,324,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
2982,117.0,7,6366.75,4,2,1,421,3,2,1,321,3 big spenders,3 big spenders,2,2,-1,6 noise
2983,129.0,5,3344.17,4,3,2,432,3,3,3,333,3 big spenders,4 almost lost,0,5,-1,6 noise
2984,158.0,4,3820.0100000000007,4,4,2,442,3,3,2,332,3 big spenders,3 big spenders,0,5,-1,6 noise
2985,38.0,10,6308.159999999999,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
2986,28.0,8,4271.800000000001,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,7,4,2,1 best - most recent
2987,52.0,4,2029.3099999999995,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
2988,32.0,8,3034.9700000000003,2,1,2,212,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2989,70.0,9,6845.0599999999995,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,2,2,-1,6 noise
2990,14.0,7,2584.6900000000005,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
2991,75.0,6,2602.5200000000004,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,4,6,4,4 almost lost
2992,9.0,8,6871.539999999999,1,1,1,111,1,2,1,121,1 best customers,2 loyal customers,2,2,-1,6 noise
2993,9.0,8,5400.88,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,6,3,-1,6 noise
2994,15.0,3,179.84,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
2995,10.0,5,3066.6800000000003,1,3,2,132,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
2996,21.0,3,1751.7199999999998,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
2997,31.0,6,2035.0200000000002,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
2998,66.0,3,2511.7,3,4,3,343,2,4,3,243,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
2999,8.0,11,8095.200000000001,1,1,1,111,1,1,1,111,1 best customers,1 best customers,5,1,-1,6 noise
3000,42.0,4,3354.2699999999995,2,4,2,242,1,3,3,133,3 big spenders,5 recent customers,0,5,4,4 almost lost
3001,104.0,4,3378.5699999999997,4,4,2,442,3,3,3,333,3 big spenders,4 almost lost,0,5,-1,6 noise
3002,44.0,6,1784.3200000000002,2,2,4,224,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
3003,111.0,9,5168.139999999999,4,1,1,411,3,1,2,312,3 big spenders,3 big spenders,6,3,-1,6 noise
3004,113.0,5,3550.04,4,3,2,432,3,3,3,333,3 big spenders,4 almost lost,0,5,-1,6 noise
3005,189.0,3,2602.3099999999995,4,4,3,443,4,4,3,443,7 lost cheap customers,7 lost cheap customers,4,6,-1,6 noise
3006,30.0,4,3901.96,2,4,2,242,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
3007,3.0,7,4500.3,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
3008,5.0,6,3216.01,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
3009,88.0,4,2250.3,4,4,3,443,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,-1,6 noise
3010,110.0,5,2413.3200000000006,4,3,3,433,3,3,3,333,4 almost lost,4 almost lost,1,7,-1,6 noise
3011,35.0,4,1349.76,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
3012,3.0,6,6440.130000000001,1,2,1,121,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
3013,4.0,9,3849.19,1,1,2,112,1,1,2,112,2 loyal customers,2 loyal customers,0,5,-1,6 noise
3014,19.0,9,4656.839999999999,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
3015,46.0,9,6616.36,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,2,2,-1,6 noise
3016,0.0,5,4253.5,1,3,1,131,1,3,2,132,3 big spenders,3 big spenders,7,4,2,1 best - most recent
3017,176.0,4,3281.6699999999996,4,4,2,442,3,3,3,333,3 big spenders,4 almost lost,4,6,-1,6 noise
3018,19.0,5,1798.2100000000003,2,3,3,233,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
3019,64.0,3,1138.54,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
3020,22.0,11,2638.1,2,1,3,213,1,1,3,113,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
3021,60.0,7,2943.7799999999997,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
3022,31.0,5,2614.37,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
3023,132.0,4,661.9399999999999,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,3,9,-1,6 noise
3024,50.0,1,1660.88,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
3025,125.0,2,1652.3,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3026,92.0,5,1434.9499999999998,4,3,4,434,2,3,4,234,4 almost lost,5 recent customers,8,8,-1,6 noise
3027,31.0,5,1393.6599999999999,2,3,4,234,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
3028,53.0,4,2978.23,3,4,2,342,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
3029,121.0,4,1922.7499999999998,4,4,3,443,3,3,4,334,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
3030,24.0,7,2713.38,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
3031,2.0,5,2910.87,1,3,2,132,1,3,3,133,3 big spenders,5 recent customers,4,6,-1,6 noise
3032,40.0,7,6183.3099999999995,2,2,1,221,1,2,1,121,2 loyal customers,2 loyal customers,6,3,-1,6 noise
3033,158.0,2,1418.21,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3034,48.0,5,2661.2799999999997,3,3,3,333,2,3,3,233,4 almost lost,5 recent customers,4,6,4,4 almost lost
3035,38.0,5,2429.16,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
3036,156.0,5,3750.7200000000003,4,3,2,432,3,3,2,332,3 big spenders,3 big spenders,0,5,-1,6 noise
3037,185.0,3,1404.96,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3038,46.0,6,3194.93,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
3039,69.0,9,4762.49,3,1,1,311,2,1,2,212,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
3040,345.0,1,1702.5499999999997,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3041,124.0,2,1211.5700000000002,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3042,11.0,6,1629.2499999999998,1,2,4,124,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
3043,11.0,4,2535.4700000000003,1,4,3,143,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
3044,4.0,9,5793.330000000001,1,1,1,111,1,1,1,111,1 best customers,1 best customers,6,3,-1,6 noise
3045,65.0,5,4393.859999999999,3,3,1,331,2,3,2,232,3 big spenders,3 big spenders,7,4,-1,6 noise
3046,228.0,4,3172.129999999999,4,4,2,442,4,3,3,433,3 big spenders,4 almost lost,4,6,-1,6 noise
3047,34.0,5,3909.1400000000003,2,3,2,232,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
3048,4.0,12,6996.35,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
3049,43.0,3,1833.49,2,4,3,243,1,4,4,144,5 recent customers,5 recent customers,1,7,0,5 lost customers
3050,66.0,9,6353.120000000001,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,2,2,-1,6 noise
3051,140.0,4,2117.44,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
3052,54.0,2,666.31,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
3053,193.0,4,2338.53,4,4,3,443,4,3,3,433,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
3054,2.0,5,3330.78,1,3,2,132,1,3,3,133,3 big spenders,5 recent customers,0,5,4,4 almost lost
3055,58.0,10,5955.54,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,6,3,-1,6 noise
3056,19.0,4,1246.6899999999998,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
3057,28.0,7,5049.139999999999,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
3058,24.0,5,5935.450000000001,2,3,1,231,1,3,1,131,3 big spenders,3 big spenders,6,3,-1,6 noise
3059,142.0,2,2731.3099999999995,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,4,6,-1,6 noise
3060,29.0,11,5684.7300000000005,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,6,3,-1,6 noise
3061,59.0,9,3232.7599999999998,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,4,6,4,4 almost lost
3062,46.0,6,2857.68,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
3063,92.0,4,263.28,4,4,4,444,2,3,4,234,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
3064,55.0,7,2410.92,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
3065,5.0,5,1367.38,1,3,4,134,1,3,4,134,5 recent customers,5 recent customers,8,8,-1,6 noise
3066,164.0,4,1516.28,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
3067,39.0,6,3575.9,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
3068,79.0,6,3084.65,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,-1,6 noise
3069,70.0,3,1775.4799999999998,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
3070,119.0,4,399.21,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,3,9,-1,6 noise
3071,158.0,4,473.42999999999984,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,3,9,-1,6 noise
3072,67.0,7,3373.78,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
3073,251.0,3,1264.3300000000004,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3074,10.0,7,4781.58,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
3075,81.0,6,2741.29,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,4,6,4,4 almost lost
3076,209.0,4,1904.31,4,4,3,443,4,3,4,434,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
3077,16.0,7,3672.1499999999996,1,2,2,122,1,2,2,122,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
3078,169.0,3,1750.43,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3079,131.0,4,1903.52,4,4,3,443,3,3,4,334,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
3080,4.0,9,4665.71,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,-1,6 noise
3081,106.0,6,5502.82,4,2,1,421,3,2,2,322,3 big spenders,3 big spenders,6,3,-1,6 noise
3082,16.0,5,1742.1300000000003,1,3,4,134,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
3083,69.0,6,2308.56,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
3084,15.0,6,3082.9000000000005,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
3085,25.0,4,1493.41,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
3086,11.0,9,5713.88,1,1,1,111,1,1,1,111,1 best customers,1 best customers,6,3,-1,6 noise
3087,84.0,6,3708.87,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
3088,3.0,7,2487.23,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
3089,27.0,4,3618.4400000000005,2,4,2,242,1,3,2,132,3 big spenders,3 big spenders,0,5,4,4 almost lost
3090,198.0,5,3132.29,4,3,2,432,4,3,3,433,3 big spenders,4 almost lost,4,6,-1,6 noise
3091,307.0,2,1323.12,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
3092,160.0,3,920.72,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
3093,68.0,9,2964.6199999999994,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,4,6,4,4 almost lost
3094,161.0,7,2859.96,4,2,2,422,3,2,3,323,3 big spenders,4 almost lost,4,6,-1,6 noise
3095,36.0,5,2799.4900000000002,2,3,2,232,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
3096,15.0,3,2717.0999999999995,1,4,3,143,1,4,3,143,5 recent customers,5 recent customers,4,6,4,4 almost lost
3097,60.0,3,2427.07,3,4,3,343,2,4,3,243,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
3098,38.0,4,2968.25,2,4,2,242,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
3099,83.0,2,2079.57,3,4,3,343,2,4,3,243,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
3100,20.0,4,3919.57,2,4,2,242,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
